"id","eta1","eta2","time","start","stop","y1","y2","y3","y4","u1","u2","u3","u4","obs_time","status","status_tv"
1,-0.114978070808255,1.41527810325672,0,0,0.014,-0.112964636188061,-0.631078551816358,-0.334860461959413,-0.250177292989865,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.67789194812506,1.39564251417845,0.21,0.21,0.224,-1.58148843289554,-1.7096073103207,-0.110473985710063,-0.293319333579327,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.0242518449860126,-0.485967280152908,0.77,0.77,0.784,0.130013923657077,0.152261803418922,-2.26212319175881,-1.70608074461789,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.583275253143939,-0.136475732355229,0.84,0.84,0.854,0.449163312767467,0.530481374759608,-1.79884773842276,-1.28767643593042,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.695245010542372,0.18072746318084,0.938,0.938,0.952,-0.71050877595736,-0.650038711677439,-1.39053065691622,-1.35712018710059,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.80812427154339,-1.28994160148064,1.232,1.232,1.246,-1.01262877786315,-0.802286270059984,-3.03413256824251,-2.21665878758969,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.489131656062318,-1.88433141638734,1.708,1.708,1.722,0.585405292837654,0.404934798506898,-3.61231740304283,-2.76965139290586,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.209210080087207,-2.25824080285405,1.778,1.778,1.792,0.111039103307016,-0.503804343862829,-3.84805433053527,-3.15454103574112,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.252743997523504,-2.2571461057906,1.974,1.974,1.988,0.141695813352116,0.0939581320663705,-3.93136198483642,-2.87865775763997,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.894278132909267,-1.32549278346879,2.548,2.548,2.562,0.841285049928079,-0.448515234425191,-2.93427243762916,-2.32298598536287,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.330179251961371,-1.38875879597172,3.192,3.192,3.206,-0.326346015531843,-0.744804262181199,-3.13944168386739,-2.2908658856965,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.893629545180047,-1.85247612881278,3.402,3.402,3.416,-0.645941565224768,-0.90561948305395,-3.51518274181877,-2.95907780067477,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.13386198332019,-1.60821494618045,3.458,3.458,3.472,-1.04555530199149,-0.723854862448847,-3.28104388571187,-2.59225768735199,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.347287379546449,-0.23709602001047,4.074,4.074,4.088,0.346691190212851,-0.344470873953186,-1.88079303738818,-1.68756741735324,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.29688499651505,-0.157157965067833,4.102,4.102,4.116,0.188631506014521,-0.262639462572504,-1.8186942447407,-1.70605856342776,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.436394685975481,0.545557479244463,4.298,4.298,4.312,-0.59758950177895,0.0355235981238878,-1.0776136725705,-1.10684408721048,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.00464973769018,0.750242264810358,4.55,4.55,4.564,-0.652909672489435,-0.430746122253642,-0.836646225519644,-0.944193685552371,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.0550872153247467,-1.05804217134959,5.656,5.656,5.67,-0.0634405179080838,-0.680083616645072,-2.78534773210336,-2.59367018960738,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,1.22167626892374,0.465783741745438,6.524,6.524,6.538,1.01641296157022,0.701623030608195,-1.19012868976424,-1.01499533642855,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.0140274617291356,-0.0895123693972119,6.972,6.972,6.986,0.0210301737175963,-0.807874038860718,-1.89753976791818,-1.62849680236484,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.0850431075031508,0.113036753151423,7.042,7.042,7.056,-0.338388159423206,-0.302371195461742,-1.67606364658069,-1.14459707233805,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.33534655927279,1.55132081043688,7.938,7.938,7.952,-1.12896047051892,-1.17371707865517,-0.222951947149397,-0.1817563087667,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.69799682022976,2.3477849331779,8.064,8.064,8.078,-1.69026605849057,-0.750650869402478,0.715407610503158,0.587578431241935,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.64225767204877,2.78348747808776,8.12,8.12,8.134,-1.45229612476491,-0.882682003727848,1.14463719402954,0.783773439059211,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.14433259913127,1.68866016044511,8.456,8.456,8.47,0.00933893054563364,-0.140159941809043,-0.0399065204821514,-0.145791413717357,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.15828385473466,-0.291709938135648,8.792,8.792,8.806,-0.273607449890109,0.0189662436514469,-1.97683223987376,-1.54662353183813,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.1736374787615,-0.529683801155283,8.904,8.904,8.918,-0.956556350496786,-0.744276977262168,-2.17639098602189,-1.53462367982315,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,1
2,-0.223135705881202,0.432595288810568,0,0,0.014,-0.431089654732139,-0.659204735981779,-1.21349057628346,-0.5736524874577,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.0232252860582352,0.694968812421461,0.042,0.042,0.056,0.260420554748211,-0.0599635178541554,-1.02326143907906,-0.51922241739489,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,1.81644030178981,0.948796215584486,0.336,0.336,0.35,1.86353427915402,0.610225442328247,-0.667497998128447,-0.166015558190464,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.032308798699917,-0.15640497791272,0.672,0.672,0.686,0.0996147889887985,-0.0299722252577502,-1.87712604803937,-1.10597015867508,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.742261105670561,-0.638132037872099,1.652,1.652,1.666,-0.696766638236219,-0.522249243365713,-2.41765360632444,-1.28857623986361,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.512141532033266,-0.414203271184739,1.82,1.82,1.834,0.0972545958300085,0.0486407913388611,-2.25345620771308,-1.63494260238223,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.731442432455103,-0.239487130487236,1.932,1.932,1.946,-0.681573725743138,-0.448720793830615,-1.72552651050232,-1.25100549045778,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.810589888025391,-0.343594060716663,2.282,2.282,2.296,0.470376631110737,-0.154993126151111,-2.00625193267198,-1.63244874505148,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.0956412923849399,1.21104412432941,2.576,2.576,2.59,0.156170611781096,-0.271071231078263,-0.500224617425251,-0.0893481710573545,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.118708906894815,0.844157370461823,3.36,3.36,3.374,0.388355081579905,-0.43567115241168,-0.848829728647308,0.136647695653206,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.889917049694613,0.467976839966629,3.584,3.584,3.598,-1.0358790250072,-1.17006236278218,-1.10021812394064,-0.577476860684405,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.871849165881846,-0.910408829830659,4.13,4.13,4.144,-0.840464201014507,-0.750097010492182,-2.71241628356105,-1.72541303562681,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.0611170524110997,-0.300374328191258,4.564,4.564,4.578,0.0462864810912068,-0.589496264308022,-1.92088444045412,-1.31084688249811,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.879089391381088,0.879787784592043,4.816,4.816,4.83,-0.922373137699533,-0.592939716400196,-0.708456920863903,-0.0977590042760325,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-1.18035275898413,-0.535730746627335,4.942,4.942,4.956,-1.28313154484549,-0.64005516374038,-2.25920697421063,-1.37166098508652,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-1.87414749318784,0.0431837526545187,5.068,5.068,5.082,-1.56663003154215,-1.17691867276654,-1.82967670289679,-1.07361766366525,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.335903427220388,-1.73504873494962,5.978,5.978,5.992,0.0829256232007375,0.0262494725408396,-3.44572842726751,-2.35873629773748,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.0947033563657989,-0.822720524098972,6.314,6.314,6.328,0.249731456859025,-0.225524033535429,-2.57907102990974,-1.22021770942711,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.824043657443248,0.177731266875781,6.538,6.538,6.552,1.10249319303908,0.358730595936176,-1.55062079857836,-0.790161024706562,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.0894324939806749,0.655974842947398,6.888,6.888,6.902,-0.445402714588393,0.0119827331638178,-0.959445459492421,-0.227572250033254,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.447946592348333,-1.01003546316326,8.19,8.19,8.204,-0.208623700167869,-0.723758551831487,-2.90899460699426,-1.99997855495641,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-1.38387216047921,-0.72291928556602,8.232,8.232,8.246,-1.22023314325732,-0.770747841522219,-2.26524875655183,-1.41039036065326,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.111850134378554,0.778314241437314,8.554,8.554,8.568,-0.194189222089895,-0.129623362898351,-0.901642429972941,-0.196419970067746,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.70997627579714,0.240895340796355,8.988,8.988,9.002,0.645958157212893,-0.257732931183523,-1.41740959228693,-0.759152105421942,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.629080684771492,0.2553982518176,9.128,9.128,9.142,0.630948103372747,0.421172774909738,-1.42457279674765,-0.692926356466973,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.404562913941954,0.843614702366817,9.492,9.492,9.506,0.325766002956727,-0.16079847226387,-0.94481615842544,-0.531031215418274,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
3,0.173272906210922,0.23976182833237,0,0,0.014,-0.220685513996789,-0.809407945122379,-0.361475141983429,-1.69598390231738,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,0.179408328117446,0.642265022991214,0.098,0.098,0.112,-0.304377316964359,-0.170744816292785,-0.0921531563865164,-1.52481876486854,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.644622942875452,0.591324508666164,0.28,0.28,0.294,-0.561851481162342,-0.407053645049069,-0.249270597627191,-1.54904597881731,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.753437146581468,0.643242079934689,0.42,0.42,0.434,-0.683987642238356,-1.14457960783476,-0.27841072358194,-1.34721764952355,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-1.20131651527794,0.938689934086064,0.882,0.882,0.896,-1.39942417232104,-1.06979919980246,0.263825213207453,-1.14580203558616,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.877713239693676,1.06815850339195,0.966,0.966,0.98,-0.981393313306523,-0.683727792654619,0.320444447449044,-0.977082683085712,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-1.83035096380675,0.894628906437009,1.12,1.12,1.134,-1.79688449780114,-0.945339836147145,0.218271741559161,-0.960749839473242,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-1.0607454859953,1.26336588551706,1.652,1.652,1.666,-1.09004386355257,-0.837662701366084,0.614666157290731,-0.917665989152966,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.856375030980438,0.256254340117613,2.856,2.856,2.87,-0.929731564792968,-0.924227036115348,-0.299754963244873,-1.94852530835296,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.818718279096567,0.172313902746028,3.388,3.388,3.402,-0.738382975260066,-0.462313551751941,-0.451408873077604,-1.7388077726207,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
4,0.603054577588818,0.0388993796277344,0,0,0.014,0.337126101734826,0.141201715926876,0.0669539053337706,-0.531703964511241,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.04611454667826,-0.194054856762021,0.196,0.196,0.21,2.04988469023481,0.9950975135363,-0.194243183489327,-0.30182648982079,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.18575908416332,-0.430392627870337,0.35,0.35,0.364,2.36371926371078,1.08133726050236,-0.393135249045484,-0.674685368444436,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.10279660237143,-0.337176225901586,0.406,0.406,0.42,1.93652975472862,0.892564252751446,-0.234582597001708,-0.81108161091288,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,1.61914506678509,-0.866694967037096,0.602,0.602,0.616,1.66815555070473,0.424170648039415,-0.883374607802291,-1.1371998173892,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.01329120900751,-1.08671870058927,0.616,0.616,0.63,1.85694010804787,1.24465129532184,-0.950130524581104,-1.21651900115813,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.03023773254917,-2.18986715674165,0.798,0.798,0.812,1.89905421405041,0.847366333005129,-2.28051935831645,-2.46357236514442,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.4140761071235,-1.84597926984032,0.826,0.826,0.84,2.0340104748332,1.16624283834104,-1.97903391961763,-1.90348266737389,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.12101695249594,-2.14451435503362,0.868,0.868,0.882,2.03349154612298,0.664679466636598,-2.16579798913515,-1.88950256556061,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,-0.0278733092265902,-1.39035565226541,1.162,1.162,1.176,0.153463562368098,-0.392270475798396,-1.30237791552534,-1.44893259588546,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,-0.106565267075904,-0.757385292315272,1.582,1.582,1.596,0.0870488489237451,-0.202252371121945,-0.71094517024482,-0.944675969347682,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,-0.610989870798015,1.50089102621236,2.506,2.506,2.52,-0.393744008525426,-0.467668621250453,1.49971630961826,0.835135818418986,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,-0.0639450693424884,0.505428667067834,2.744,2.744,2.758,0.0896295931478297,0.139298440411626,0.594442643232314,-0.22128171541198,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,-0.127790595203763,-0.220700126769701,2.814,2.814,2.828,-0.023309260754678,0.0144853612420119,-0.0842950112479007,-0.700598902768278,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,1.06387748132778,1.58561914079156,3.388,3.388,3.402,1.09763452430427,-0.114169554895265,1.71945549965606,1.02793735374384,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,1.3752542696557,2.09771351881709,3.542,3.542,3.556,1.312726767093,0.187450429980784,2.17697199206309,1.18424637816139,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,1
5,-0.709563929260682,-1.6650184157547,0,0,0.014,-1.13223263620145,-0.136807108308676,-0.97127566206995,-1.71143983235723,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,-0.573528891950741,-0.0532704601957471,0.98,0.98,0.994,-1.34388269515215,0.101766437227095,1.02144327453495,-0.596888279548247,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,0.7848174076745,0.748277944901225,1.456,1.456,1.47,0.0677864793630272,0.724545263470112,1.52147691302309,-0.0835054270876182,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,0.0825719542188861,1.00695774292361,1.932,1.932,1.946,-0.891659655924453,0.594681885677724,1.77439453683913,0.529152226521365,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,-0.146426353843517,1.1812413813424,2.002,2.002,2.016,-0.892567953715272,0.793305513492179,1.83492542455156,0.647700570523811,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,-0.0543662083105186,1.593470237482,2.044,2.044,2.058,-0.702539759013434,0.868119716061215,2.26109458202274,0.689916086057258,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,0.0870122387494406,1.12591443350036,2.114,2.114,2.128,-0.463912919046661,1.49161449784569,1.89757747804503,0.409111847122337,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,0
5,-1.22055835843983,1.8899186167647,2.324,2.324,2.338,-1.41459823343017,-0.0460916782799065,2.57681193507146,1.37658278011858,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,1
6,-0.853733569899449,-0.945580948632537,0,0,0.014,-0.83581560480145,-0.419498502912172,-0.205817033432353,0.464525522320224,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-1.20753046653805,-0.209423149527654,0.476,0.476,0.49,-0.799680327193537,-0.671708660840838,0.594621331811029,1.10273042825029,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.482090017997902,-0.342502792781148,0.56,0.56,0.574,0.339550099382894,0.642942235417094,0.658533617675179,0.933952438526681,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,1.36579013867506,0.439708278141565,1.344,1.344,1.358,0.945092446513657,0.937955865133631,1.24987621909807,1.19161253700005,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,2.25597378309405,-1.18026886270286,1.904,1.904,1.918,2.05301608847072,1.56156088881962,-0.450621092101509,-0.0194138433866654,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,1.7493435670254,-0.259861667008011,2.31,2.31,2.324,1.29542927284078,1.56510847021872,0.632034210003213,0.870931039403848,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,1.91927314413402,-0.893958302886109,2.366,2.366,2.38,1.53408525210483,1.41085959351518,-0.199931404421458,0.290368375890464,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.652369712521187,-0.0844961246228026,3.388,3.388,3.402,0.250571604371036,0.15243929423026,0.638576049795593,1.1481997965569,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.785890694406941,0.0608286076444166,3.528,3.528,3.542,-0.524144895238038,-0.123404800790938,0.748468199234102,1.03401951232827,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.442245214971856,0.0157878227385163,3.752,3.752,3.766,-0.207696733556324,-0.318793520168492,0.635074521301197,1.05533507901507,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.653421765059017,-0.688722875623375,4.312,4.312,4.326,-0.0460751647285232,0.718003544413985,-0.034974140921266,0.224752710982091,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.662843092798774,0.448621446403554,4.466,4.466,4.48,0.856405682940645,0.391331599651228,1.2547791213797,1.2008091056342,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.697586716840028,-0.90718864484832,4.746,4.746,4.76,-1.18543854981071,0.271586024465674,-0.042273044767083,0.386281449298519,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.15825437848431,-0.656785243113752,4.872,4.872,4.886,0.112203686244997,-0.564585775947193,0.179324602649117,0.643098689415271,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.098208485669514,0.182829727049815,5.418,5.418,5.432,-0.151471303619841,-0.00486412420425858,0.949831611825964,1.29365703208576,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-1.3089668616964,-0.479897432630151,6.244,6.244,6.258,-1.42026604431964,-0.488548631410458,0.173572267819584,0.824397397053466,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,2.89018637380079,-0.865798593649123,7.042,7.042,7.056,2.36482932949802,2.10914989140645,-0.0966819312324058,0.3056343648101,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.0512803436727518,-0.765190135803581,7.406,7.406,7.42,-0.365494239854638,0.201339722970564,0.0477283680790722,0.558418975785195,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.235150023435697,-0.681342518212843,7.49,7.49,7.504,-0.0176113070725866,0.54331483186234,0.132974960899459,0.413222126615759,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.41408459577688,0.954064552051346,8.288,8.288,8.302,-0.976412694079487,0.0111941125675877,1.80656418879486,2.19350744453417,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.809499525452252,0.218616674837986,9.408,9.408,9.422,0.254211465234845,0.297213618671656,0.928080149892923,1.47264763434745,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
7,1.36241563294089,-0.788886414499573,0,0,0.014,1.05234868995078,0.0438369357740562,-1.25657972496554,-1.69938144613774,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
7,0.412897905024839,-0.488454506718566,0.322,0.322,0.336,0.439815600242876,0.169679478848757,-1.03738313201198,-1.11604260570455,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
7,-1.17526039475519,0.103389238122744,1.484,1.484,1.498,-0.908490293096292,-0.886778478356699,-0.481500449942319,-0.936431123935553,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
7,0.537720783764567,-1.06535223748332,1.918,1.918,1.932,-0.104782596398272,-0.351185024959612,-1.47782136117541,-1.88978352625975,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
7,0.529884805662284,-0.917949336277082,2.086,2.086,2.1,0.776825156439934,0.13544146650038,-1.47033811088888,-1.52915799086633,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
7,0.0909561912720698,-0.757323352568447,2.212,2.212,2.226,-0.136767432436294,0.175184238996726,-1.05532384323631,-1.44281518488782,-0.149613576378167,-0.326422542183753,-0.544596947824635,-0.952362890870356,20.286,1,0
