"id","eta1","eta2","time","start","stop","y1","y2","y3","y4","u1","u2","u3","u4","obs_time","status","status_tv"
1,-0.114978070808255,1.41527810325672,0,0,0.014,-0.112964636188061,-0.631078551816358,-0.334860461959413,-0.250177292989865,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.0242518449860126,-0.485967280152908,0.77,0.77,0.784,0.130013923657077,0.152261803418922,-2.26212319175881,-1.70608074461789,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,0.489131656062318,-1.88433141638734,1.708,1.708,1.722,0.585405292837654,0.404934798506898,-3.61231740304283,-2.76965139290586,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.0550872153247467,-1.05804217134959,5.656,5.656,5.67,-0.0634405179080838,-0.680083616645072,-2.78534773210336,-2.59367018960738,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-0.14433259913127,1.68866016044511,8.456,8.456,8.47,0.00933893054563364,-0.140159941809043,-0.0399065204821514,-0.145791413717357,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,0
1,-1.1736374787615,-0.529683801155283,8.904,8.904,8.918,-0.956556350496786,-0.744276977262168,-2.17639098602189,-1.53462367982315,-0.0253412099158042,-0.280688789706189,-1.67118507429963,-1.37111679956612,8.96,1,1
2,-0.223135705881202,0.432595288810568,0,0,0.014,-0.431089654732139,-0.659204735981779,-1.21349057628346,-0.5736524874577,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.0232252860582352,0.694968812421461,0.042,0.042,0.056,0.260420554748211,-0.0599635178541554,-1.02326143907906,-0.51922241739489,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.731442432455103,-0.239487130487236,1.932,1.932,1.946,-0.681573725743138,-0.448720793830615,-1.72552651050232,-1.25100549045778,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,0.810589888025391,-0.343594060716663,2.282,2.282,2.296,0.470376631110737,-0.154993126151111,-2.00625193267198,-1.63244874505148,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.889917049694613,0.467976839966629,3.584,3.584,3.598,-1.0358790250072,-1.17006236278218,-1.10021812394064,-0.577476860684405,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
2,-0.0894324939806749,0.655974842947398,6.888,6.888,6.902,-0.445402714588393,0.0119827331638178,-0.959445459492421,-0.227572250033254,-0.0445978617826739,-0.133972187244992,-1.68378505776105,-0.948915577534505,9.70093593001366,0,0
3,0.173272906210922,0.23976182833237,0,0,0.014,-0.220685513996789,-0.809407945122379,-0.361475141983429,-1.69598390231738,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
3,-0.644622942875452,0.591324508666164,0.28,0.28,0.294,-0.561851481162342,-0.407053645049069,-0.249270597627191,-1.54904597881731,-0.190311994245508,-0.340272405023602,-0.7072051164111,-1.86108112634727,3.56716636568308,0,0
4,0.603054577588818,0.0388993796277344,0,0,0.014,0.337126101734826,0.141201715926876,0.0669539053337706,-0.531703964511241,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.01329120900751,-1.08671870058927,0.616,0.616,0.63,1.85694010804787,1.24465129532184,-0.950130524581104,-1.21651900115813,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,0
4,2.4140761071235,-1.84597926984032,0.826,0.826,0.84,2.0340104748332,1.16624283834104,-1.97903391961763,-1.90348266737389,0.103280454123352,-0.113832316233843,0.0650853616956947,-0.466938163726532,4.004,1,1
5,-0.709563929260682,-1.6650184157547,0,0,0.014,-1.13223263620145,-0.136807108308676,-0.97127566206995,-1.71143983235723,-0.524608307171468,0.67278922377926,0.749248239946266,-0.490409906272929,2.464,1,1
6,-0.853733569899449,-0.945580948632537,0,0,0.014,-0.83581560480145,-0.419498502912172,-0.205817033432353,0.464525522320224,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,0.098208485669514,0.182829727049815,5.418,5.418,5.432,-0.151471303619841,-0.00486412420425858,0.949831611825964,1.29365703208576,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
6,-0.0512803436727518,-0.765190135803581,7.406,7.406,7.42,-0.365494239854638,0.201339722970564,0.0477283680790722,0.558418975785195,-0.0738242604857493,0.226943894902506,0.7867447906168,1.09443774556036,9.45031659677625,0,0
